ulid,text
01K5K194PS788KSAVHPHZF80Z5,"Sa lahat ng tao, ikaw yung pinakumayaman pero yung utak mo ulang laman."
01K5K194YXQGEACT8M2V21M00X,"... Mismo alcalde ng Davao City nagmaneho ng taxi. Ang sabi ni Mayor Rodrigo Duterte, gusto niya kasing malaman ang situasyon sa kanilang lungso'd. Malas na lang daw kung may hold-upper na makasakay sa kanyang taxi. Nakatutok si Teco Campo ng GMA Davao."
01K5K195JBGATZVE4ZB537GQS5,"... Duterte noong una, kulang daw ang sweldo ng Mayor kaya tumasideline siya pilang taxi driver sa gabi. Pagbalik sa seryoso ng usapan, gusto raw mapulsoan ni Duterte ang tatong situasyon sa kanilang lungso'd."
01K5K1961XZ9GSVF67FBHR93T8,"... Magkita na kung ang larawan na tinuodin. Magpatrulya ko, kauban ako ng mga security, doon ka-pick up na."""
01K5K196FC2FY9T368DQSHR4Q0,"... At kapag may nagsusumbong na talamakang hold-upper sa lugar, siguradong lalabas siya at malas na lang daw ng hold-upper kung makasakay sa taxi niya."
01K5K196XD5V037YHW8J8YHJ6Z,"""... Panang na ang mga reklamo na Mayor, Dagasbabahada, Dekanghold-upper, mo suruhi ko. Na ako ang makitaan."""
01K5K197B8FJF34FD24NM99RZ0,"... Ipinagmamalaki ng pamalang lungso'd ng Davao, na isa ang Davao City sa tinaguruyang safest city in the world, ayon sa website na Numbio.com."
01K5K197SQCBF0GSQ4XDD8G5FJ,"... Gain pa man, hindi pa rin humuhupa ang sinasabing mga human rights violation o illegal napamamaraan ng pag-resolva ng krimen tulad ng pagpatay at pag-gidnap sa mga nauhuling suspects."
01K5K19883KCHGPR35HPTEEMZZ,"... Duterte nababi na may i-investigang si HR tungkol sa mga ganyatong reklamo. Bukod sa pagmamanehan ng taxi, tinagkaguluhan din si Duterte kahapon na magupisina sa labas ng city hall."
01K5K198Q36GQW12X95W401HE4,"... Brownout tau sa loob ng city hall dahil may pumutuk na isang transformer, madilim sa loob ng kanyang pisina at siksikan pa ang mga tao. Natuwa naman ang mga dabawenyo sa bagong pakulo ng Mayor."
01K5K19969R7RPH5KFSXP0PFJE,"... Ang mga tao yan ang may priority pag kasikaso ganyan."""
01K5K199JDRC14N2ENA8YVKES2,"Mula sa Davao City, Teko Campo nakatutok 24-hora."
01K5K19A0775Q9BT8DNJ5WBC0M,Yun tweet...
01K5K19A7TK1MA963JAK4T2T19,Boss!
01K5K19AF296JK07XVSYZJ6DWQ,"Boss, ba't kanan, boss?"
01K5K19APM1DNP4Y8FP6XADWNT,"Boss, ba't kanan, boss? Para ibang kuling ng price nyo."
01K5K19AXX3FRHAWYP2JDQP404,"Para ibang kuling ng price nyo, boss."
01K5K19B544FNT1KM7MWC3BCV3,"Anong flavor pala, boss?"
01K5K19BCBWBXTHVPEVXM8XJVW,"Wala kang ming strawberry at chocolate, ha?"
01K5K19BK4TJC5YDFY96YRFK7C,"Kasi price yung tinda ko. Oo, gag."
01K5K19BSV0TYRMDYN4HBG3Y94,Wala kang ming mga ganoon na flavor.
01K5K19C1SD7ZBW7FTD0FH9N86,"So sana kung mamamatay man siya, dito lang siya mamatay sa Pilipinas, huwag dun si Ibang Bansing."
01K5K19CAH2E3RN1W3E743KC9P,"Alam natin ngayon si Pangulong Duterte ay butot balat na daw, masyadong mahina na at nagbigay na daw ng pasabi na kung mamatay man siya doon,"
01K5K19CM96H823B6A8DCV4XXB,doon na lang siya magpakremate sa dahig. It's a very sad information.
01K5K19CY36EY4109YBNSRFGW2,Para naman dating Pangulo ng Pilipinas.
01K5K19D6SH577YXYN3E2QB04Z,"Mami, asa na magkwarta nga gikurakot ni Mus Blood Control."
01K5K19DFYYY39HR2YJQ14GYCZ,Ngun tractor man daw ka.
01K5K19DQ099MZ8AXK0EFMFCRW,Ngun sugo raman kung pwemanti.
01K5K19DZ1AJE7M49METDH9DXZ,girl you know I love it when I'm next to you riding through the 772 the feelings
01K5K19EA05AJ4SJJPJH8NYQF0,that I got for you is true so baby let me cater to you
01K5K19EJWSVSVWM67PVZAZK1G,we found love in 772
01K5K19EW6S9HDKEX3RDYGWCBZ,"You go down just like Holy Mary, Mariana, Mariana Claus"
01K5K19F7AE83KDKNKPYYQXC7V,"Not just another bloody Mary, Mariana, Mariana Claus"
01K5K19FJPGHCQWHGSHAGQGPP7,Par may napapansin ako sa mga galawan mo lately sa mga typings mo eh
01K5K19FVGDFYB2Z62TNQDJ993,Hindi ka namang ganyan dati eh
01K5K19G2H81W4D7P6QMRHWPPH,Bading ka ba?
01K5K19G9MPTB89Z1H3PRE56S7,Seryoso to hindi kita ini-insulto o ina-ano
01K5K19GJ2C1G0D3K3QMQ0BRZQ,Bading ka ba par?
01K5K19GSTAQ0YENHAXFR9AR42,Yang sanobihang kang mataba.
01K5K19H0SWG95BR3WQZHCF2SP,"Naman, walang pakso na lang kung gusto mo ang pag-usapan natin ito, taposin na natin itong usapan nato."
01K5K19H8W4GDF8Q833RV0TBBP,"Sa wakas natupag nariniling ni Gago na ako ay lakaharap, at ako ay matalo, olol niyo yung kupwede"
01K5K19HKND4PMNEVS01P0K4KR,Wag kang mga harap ng iseng nulaban mo kay Dogo nilindi mo ko napailig kasi naman
01K5K19HXAHAW4MXSAVYXFGHMS,"Mga hurado, mga tanga, ikaw nangan nagkain, takos silutupan nila"
01K5K19J700JAZ0TYDH6N05ZME,Kaya pala nakaabot si Gago ng final
01K5K19JG3NDA7G7GTJVXHVTN9,"Pag dinalo ko to, malamang di magbabay rin kasi wala kang kwenta ko, wala kang kwenta ang MC"
01K5K19JTWKCQMVZGK4KFT8G6E,"Ikaw lang yung namung-mung tamot ni Papa, gini-isilu niya"
01K5K19K4DKZTXBTJP57491HE5,"Ginaya mo mga linya ang inumbawa, hindi ka pala rato"
01K5K19KDYB2EW8RT4R3V0YPPP,"Pag dana akong malato, hindi ko ba napabandit, kadaba kilitanga"
01K5K19KQYST6FF9FWY5299A39,Nasayang-sayang si Gago na pikit-pikit pa siya gawain yun
01K5K19M16RJ8TXANK2QENNQ1E,"Ni Papa G, huwag muna ikailan at totoohan sa bansa muka muna magkabilan"
01K5K19MAN5JVXTXWETN8RR6D4,Ibang rastijay na makikita nyo rito ngayon malakas na ang dati
01K5K19MMPDPM70YFYDN688CX1,"Mabaliin nyo yun, lagi mong sinasabihan nang walang daleto"
01K5K19MYA2JDHJ9Y4J6DNY5HT,"Ayun ay magsino sa TV, respeto ng mga taong, nakata yung sa TV"
01K5K19N7XCRFDTSKBPXZR3FRB,"Magkakun na bumibitaw, sige na tabi'k sa DVD"
01K5K19NH4KFRY9Y7HA7CYEWN9,Di mo akong madadaing sa ganyan mong banatan
01K5K19NTA9SEA5RVDASDQFJVJ,"Mananalo ka lang sa'yem, pagkaulit ang lootuan"
01K5K19P49WVC0D47Q8NCZGHJP,I'm a senior!
01K5K19PDM6QGY065XV5FP9810,I'm a pariah!
01K5K19PQ6DMCTMK769ZMJWS9B,"I feel like a bad, ugly man!"
01K5K19Q1WESNBG5EHP0VYE4VZ,"Everyday, I feel like an ugly man!"
01K5K19QCAG2JRFHBWQM3XCGDT,I want to give you a good fight.
01K5K19QPAQC68AF5RFK7YS18R,"But, you look ugly when you're on the show!"
01K5K19R0M2KZ1668S4ESJ335N,"Sometimes, we practice talking to people."
01K5K19RAS5V4G15T5W2T74H3B,"If you make a mistake, you're beating your wife."
01K5K19RM56AF2845RNTGQK56Y,"If you're too happy, you won't get shot in the war."
01K5K19RY14T5Q0CEKYC21BG3A,"There are many things you can do, even if you hide it in the paint."
01K5K19S79YYZ1J23G885HD7WN,This line...
01K5K19SGVSX279SK0M3S1ED9P,...is probably only for gamers to react to.
01K5K19STFN6YRXEH6D58CGH28,"Because in the dark, you look like a character in a game that hasn't been unlocked yet."
01K5K19T5HZ4WMTF59XQVZZTH5,The type of girl you wanna chew all up my bubble gum
01K5K19TM15EH9XVHT621TCAZF,I'm the type of girl you wanna take to your mama house
01K5K19TXE9A5S9Q5DGHXXSW6M,"Take, take, take, take, take to your mama house"
01K5K19V6X8J75RY05NY5EQ6YB,"Yep, the Georgia peach and I'm back again"
01K5K19VGASEN78Z30ARTKKAJC,"It's time to do the damn thing, better take your friend"
01K5K19VSAP47JRJ0AN1X8XBQH,"First things first, I shit up"
01K5K19W2NXJX0FKZ846T9ZFGC,Mess around with no man who won't eat up
01K5K19WC1BPEZRBAP8PC1BXM6,"It's time to get it straight, these suckers right here trippin'"
01K5K19WMT2KT0MY2BY6J8E803,"You know you do it, boy, so go on and keep it pimpin'"
01K5K19WXX1VY4722ZZZD5C36D,Got that Juicy Fruit Certified Bubble Yum
01K5K19X707QT141ATFBHBJWJE,"He goin' down, chewin' all my bubble gum"
01K5K19XGBGB22SBBKDW4NSESR,Sometimes you gotta direct him like traffic
01K5K19XSWPCPB2E6QSZ7EV20D,"I don't come quick, but when I do it's fantastic"
01K5K19Y33TDVX0S3N86AN2NJC,"I get him wide open, oh, I think he like me"
01K5K19YCAV0CMMEGXGB6C9E37,"Got that Aquafina, make them boys wanna wipe"
01K5K19YPWDHR6CZH95NEH1FH0,Linig ba? Alam niyo ba na first time ko lamang dito sa Taiwan? Kaya gusto ko lamabatingin lahat ng arigato sa inyong tanay.
01K5K19ZSNH8NVR97STTNDS99J,Sinyo na kalaban? Matcha palang para sa akin isa ng malaking compliment.
01K5K1A0W3P9R9SDJQE1T5743A,"May sarili bae at kachi din. Pero dahil kalaban mo ako, may kakaharapin ka ng consequence."
01K5K1A1X81EWD7N041TRBYRDD,Total nandito tayo sa Taiwan ba't di mo kulabanan ng English Confidence?
01K5K1A2YK8BKG14RGFT6BJ4YA,"So you are, Xenu, the most viewed battle MC in a whole wild world."
01K5K1A41YH02PC4A0YARS6ZKY,Yes. Bro you know what? People out there thinking that we're battling at the same style.
01K5K1A52V7MTFPW80NDK977T8,But no. Because in the be-ning-ging...
01K5K1A63D4JK0WPGD4BKPF8FF,Ah! Pinalo to ni Apex!
01K5K1A71S6M8J6ASBWBER0GVZ,Pinahiya sa maraming tao. At nakita nyo naman sa unang round palang puta alanganin nato.
01K5K1A82FKEBP16A1D4NBDT4X,Nawala yung pagiging technical ligago. Yung joker naging payaso. At naging pambata na lang yung dateng tinuturing nyo na pambato.
01K5K1A92ECNYX85692Q3DR668,"Kaya kung gusto, idol, pwede mo ba ako utusa na bumili doon?"
01K5K1AA1W00G05E5WZWKSVTVA,"Alam ko naman na di ako ang sadya mo dito sa Taiwan, gusto mo lang bumili ng Louis Vuitton."
01K5K1AB0Y71R8WT9WCMDMN3WA,"Prada, Gucci Dior, tsaka tutang Leon."
01K5K1ABZMM2XP09ZJRNBM18XB,Kasi siya si Xenu ang maraming na yung pera na ngayon.
01K5K1ACYZP8RAW1YCS31JCZFC,Oh may alaga atong Leon na pinapakaay niya ng dog food. Dapakaamo sa lahat.
01K5K1ADXJ1Q7YNS58V1XVFR9B,"Sobrang ba't, tawaran Diyos. Apat palang nakakagat."
01K5K1AEVXTXNYVAN4PZQZE5PV,"Karyasan, apat yung Leon na yun. Wag mo lang aasarin."
01K5K1AFSVSEA22J44TY1ZEE9H,"Dakot ka lang ng dog food na sabihin mo, sit!"
01K5K1AGQMSCV4HZRX7H8Y0CV2,Tapos bigla ka nang sasakmalin.
01K5K1AHN6945JD1NNPK6YSSCA,"Madam Merlin Chow, siya yung aso ba?"
01K5K1AJKWE0D1Y46B2R8FSSRS,"Tinapat mo ko dito yung iba dyan, di nga ako kilala?"
01K5K1AKJD9J2A2B6GNX6EXMPG,"Pero si inyo, tandaan mong most viewed ka lang kaharap mo ngayon."
01K5K1AMGX06SARHESRFYH6WVE,Mahusay makisama.
01K5K1ANEMRBNWBDKDD8RW4KRD,Ikaya ka lang naman kilala kasi sikat ka.
01K5K1APCA573VHHFWM2MEZQ5B,Kaya anong kaparatan mong sabihin na ginagaya ko ang tulad mo?
01K5K1AQAH8F898Y16PC8TKNK9,God's will?
01K5K1AR8E9HBSS2S7BDGJP489,"Ngayon ipapakita ko sa kanila yung mga bagay na di mo kaya gawin sa rap battle, which is rap skills."
01K5K1AS7G1TD4NEJ7AE6WDSFC,Kaya mo ba kami ng mga ganito?
01K5K1AT5G9K7CBG5WZNZSBANP,Yung mga ginagawa ko?
01K5K1AV4FZ2A6THDDH9ZHVG0Q,Ganun ang rap skills ta nga?
01K5K1AW2WSBYQPZDBYM3SZE3Q,Ngayon ang inaabangan ng marami ay nangyayari na nga dito.
01K5K1AX1RBS73T98BNJV2KRZ3,At papatunayan ko sa mga tao na ako yung malabong magapimo.
01K5K1AY02BG8EQ3BTM933NC3E,Ano naman ang mga tao na ang mga mga malabong magapimo?
01K5K1AYYF87BDCDJP0NP40542,Yung inaabangan ng marami ay nangyayari na nga dito.
01K5K1AZWG6MS916F51Y7Q68M2,Ano naman kung ikaw si Sinyo?
01K5K1B0TDHEHHH5RPMHAX531C,"Para sa akin nga manito kung pumunta to dito buo sa durugan,"
01K5K1B1RZNW352SGCWCPE1W8N,pues uuwi na to na powder time.
01K5K1B2QV5EH6ZQTJMVVT5ZCE,"Alam ba nat, para kay Sinyo?"
01K5K1B3NQFG2J68PF3A25SHHF,"Akala ko dati, tamud kita."
01K5K1B4MMQN73MWPTD9VQAEER,Mukhang mali ako ng inaakala. Yun lang.
01K5K1B5NBT0HDMMZY2J27VEWB,Nakita niyo ang rap skill? Badang!
01K5K1B6P3W3AP9G48ZJ1S1SWQ,"Pero bago ko toong umpisan, ibabanyo muna si Red Sun."
01K5K1B7QYX134W1HKFMV0Y7N7,Red Sun! Red Sun! Red Sun!
01K5K1B8VCHB6Z5A4WAGGJ243V,"Tangina, nakakaburat kayo."
01K5K1B9W3AE0E6EQ86NNX6XS2,Itatapat niyo sa akin tung tamud ko? Inukupal niyo ba ako?
01K5K1BAXRXBGXQ8Y07JB8GTRP,"Sinyo to, Sinyo!"
01K5K1BBYBBJP7K5540F0EJGC4,"Number one, ganun to ko at hindi?"
01K5K1BCY4G3WAQ1D934CWAWH4,"Tapos ang ibigay niyo sa akin na kalaban, number 33, Balmond ng Dasmariñas, ka, beti?"
01K5K1BE04NBMF4DTSRF435B7B,Abalinti!
01K5K1BEYF5QE5WQH04DWGAK78,"Hoy, mga nga!"
01K5K1BFW5TGF8G6TDHH1F68ET,"Huwag ka nga magpanggap na ilunggo kasi ang ilungmo, mga nga!"
01K5K1BGTM8A4SRDRAJXR4B7E3,"Damul na madako, sa malayo mukhang brokuling niyo ko."
01K5K1BHSEQ9F0JMG0X6Q36CT7,"Bawang na buo, sayoting tinango, yung tangos, imbis patubo, yung sayong patago."
01K5K1BJRNWMBJY19QY1WSRQV1,"Tapos yung uso, tignan niyo yung uso."
01K5K1BKPSSNRT04ZRZJYT3H0Z,"Yung haba, parang imbuyong paturo."
01K5K1BMQ2WMDH910Y5ZHKH1SQ,"Yung lapad, dabong tinayo."
01K5K1BNQD9FP9073G2X8MJV96,"Yung texture, ulo ng kulugo."
01K5K1BPRYPX62Y3PVRXQ1VNPF,"Ang gutano po, parang dalawang kamay ni Righteous One pag nag-dab."
01K5K1BQSBWJ88KGAZNTQQ2B2T,Bakit sags ka ng sags eh wala ka namang ilung?
01K5K1BRQ4TBGG79ZR7A7A85X5,Bakit ganyang kakapangudong?
01K5K1BSMT8ZA0W9Y2RA7AW9S2,"Ito, trivia, para nose mulangchong."
01K5K1BTJX8K6YQFMJX4J7HNKW,"Sa dagupan, alam mo tawag dyan?"
01K5K1BVHG76PCD7MJP2X3QED3,Bungless ilong!
01K5K1BWF9PJ1ZYH1TW4KNE82G,"Tignan niyo, parang pinatong lang."
01K5K1BXCZ07W5SY7BRBWNE97X,Pero at least cute naman.
01K5K1BYAQGH7E26KJ5JXC08KA,"Ang kulit ng ilong eh, no? Handmade ba yan?"
01K5K1BZ8J9SC3Z05XPG6E9W7H,"Tapos, magyayap bang kasakin ng..."
01K5K1C06YEZ5ES9VB8H9N43ZX,...igaw ang pungin ng ina mo? Basta!
01K5K1C15171XDMT5GGEJMMDH2,Ang hapa ng oras mo kanina!
01K5K1C234GQ41JRSCFV38VGPQ,"Para kang to, ging may pulso."
01K5K1C31DJ8WG0X0QTXQP2BQ7,"Ah, shit, nakalimutan ko daloy."
01K5K1C3ZBD1BTEQ8DNMHTH380,Parang pinatong lang.
01K5K1C4WY641CAB3KKHF98T9X,...yung... si Red Sun talagi!
01K5K1C5V6YSHFRAVF5RJHRF4N,"Red Sun, gusto ko pag-bibigyan mo."
01K5K1C6S1AY9MR8R6XBQCV4H0,"Red Sun, gusto ko pagpuntak ko dito."
01K5K1C7P9W8RPB1RW2G4TPFJT,"Aso, hindi rap battle, suntukan lang."
01K5K1C8MP7YM17ZX611RD81G2,"Ah, nakalimutan ko talaga ang ender ko sa round one."
01K5K1C9JP2M7BKN43P9BVWCGP,"Happy birthday, Erlin Chow!"
01K5K1CAGNN52WEWK57GE0X5RP,"Yung cake, blow mo na yan."
01K5K1CBF1EMTXD8DSSA60PC5D,I think I like I like I like I like
01K5K1CBVFE3KAZCK3TMC4HTQX,Subscribe for more MC morning!
01K5K1CC8GHPQR5DBNS26P13V8,"Idol, ano mga baon mo? Baka tungkol na naman yan sa pagiging kumediante ko."
01K5K1CCS42JZMGEV10J5KVPQE,Na walang bilang ang Joker sa Baraha at casino.
01K5K1CD84G1VJJ4PVP4R5Y06G,Mabuti nang wala kong bilang sa sugan kesa wala kong bilang sa ligang to.
01K5K1CDQH34RDH30ER8HN0KP9,Paulit-ulit na ang gulo.
01K5K1CE5RVTGN467ZPHBVYFQQ,"Umpisa pa lang, di ko pa nakalaban. Nirebat na yan, nidelo."
01K5K1CEMR9JJP4QQETP3FC4RT,"Binanggit na yan Spade, G-Spot, Tipsy D, at Rapido."
01K5K1CF3DR9QFTRABWAY42XXM,Boon taon wala kayong ginawa kundi-expose lang ang style ko.
01K5K1CFJEHR35JVXV52X43MY2,Hindi niyo ba kayang e-expose ang style nyo?
01K5K1CG0NZ08AGR4NNRC21VAZ,Na hindi raw nakakatawa ang pagpapatawa ko.
01K5K1CGFCE1GV4PA3AY8F0E99,Putang nga ngayon nagpapatawa ba kayo?
01K5K1CGX71J50B22WE85TPJ70,Pwes di ako natatawa sa inyo.
01K5K1CHB8NQRC3P3D8C7TM80W,Oo! Oo! Masiyahin.
01K5K1CHS2J5PDHAR7DV78YCBC,Yan na pagkakilala sa akin ng tao.
01K5K1CJ73DWHBKZRYPG2FRR0A,Pero di mo gugustuhan sa oras na magseriyos ko.
01K5K1CJNYT620G24NPCZZZQ13,Pagkat pasyensya ko ay kasi nga ba lang ng etits mo.
01K5K1CK4QKW9CVQVEEHS64AW2,Ano bang nagawa ko sayo?
01K5K1CKJAXTBW3EJ2TYJ43CYS,Wala akong natatandaan na ginawan kita ng masama.
01K5K1CM0RCDYC55DJJ97T3DV1,Para ipaulit-ulit mo sa akin itong sumpa.
01K5K1CMF6X4HK0NZESW0Y03XA,Maestrong bisaya?
01K5K1CMX39R5PRVR50CJJQFKH,"Hoy, bisakol!"
01K5K1CNAWXKJEVZS4PNATATDP,Saan ka ba iskwela ng nagtuturutol?
01K5K1CNSEVGRJ8PGD36D2TR2W,Sa IS?
01K5K1CP6TFJBQ2X94D1QGRRAB,Elementary School?
01K5K1CPMYXR8YCXBJZVW09E7T,hindi siyang kita ng partita.
01K5K1CQ2RZ8X1P36GFKQ35NS5,"Pag makalimutan mo yung verse mo,"
01K5K1CQGPDDAFT4CX3HDQJZ0T,makakalimutan ko yung verse mo.
01K5K1CQYB2ZFG6C433N4E9JPA,"Sa pagmamayabang,"
01K5K1CRBW8VV9DHRE6CE0TGAS,"pero ahit biglaan, panggulat ako,"
01K5K1CRSDF5Z98PP7YFCZ2ZAP,kaya dead on the spot ka malamang!
01K5K1CS76PE12N7D6ED0MFYSJ,"Pero ahit na sa pagsulat pa daangin,"
01K5K1CSN86J0J25KGG1FZGFVC,"yung mga panggulat ko na hapagkita,"
01K5K1CT2XTDVQNNN1WRZQDAYG,ang mga panggulat ko na hapagkita.
01K5K1CTH3YNEYM9PQBQQYRPTH,Ang mga panggulat ko na hapagkita.
01K5K1CTZ779ZC3S831FH9CNBS,"yung mga panggulat ko na hain,"
01K5K1CVDG33TST3KJ37GP6GAA,pag-sambula't mo basahin!
01K5K1CVVHFS87EKXEKFXFC49Y,na sa pagsulat ko nasalin!
01K5K1CW9D0P0GSV0B6B1C214Z,"Mga sulat na nasakin,"
01K5K1CWQD5R4KST8W0EN3SPED,"Mga sulat mawala rin,"
01K5K1CX5ARHG86QRJSA9436K3,parang sinulat ko sa hangin!
01K5K1CXKJBPRAVK4RFZ13V0G4,"Maparitin no, freestyle?"
01K5K1CY1HRXAXNBB89HMKAF6Z,"Kalabanin mo sa duelo,"
01K5K1CYF76HMRP5VHRMB5WJCW,"na kasi't nasa ang sangkalan,"
01K5K1CYWJPC78BD6AQVE47YG1,kaya kang katain sa pareho!
01K5K1CZANPA9B4CR86T8719Y3,"Kaya nga sa gabi ng to,"
01K5K1CZR2V3DFB12QX6X43796,yung apok na nandito tilaapok alito
01K5K1D06PN3XKV31HM152FSFS,ang magiging dulot nuguwan
01K5K1D0MFY445QX7PPJEE0X6S,Matapos kumabigyan ang pahintulot nuguwan ang yung hamon mong pugutan sa daan
01K5K1D133YXGMP74JPWTTTM2H,May matatagpuan na naman kayong magkahiwalay na ulot katawan
01K5K1D1J4J1XHD8QQ49ZCPGVQ,"Umalis ka na dito, wala kang dating"
01K5K1D1ZRHBTFYRCK42EE3XX5,Kung para sa akin wala ka pa ring
01K5K1D2DHCSRVEYE93Q185N6X,May pagmamalak kayo na nakakabilib na kadi lang
01K5K1D2VR29JBR1K1ZBACT5XH,Kamang mabaheng pero di lang sa ligan na ito maging
01K5K1D3A6F4Q08B6W9BTRG5V7,Hanggang sa sunugan makarating
01K5K1D3QQNVY9J8WRA06NG0GS,Kaya sunugin kita ng buhay dito
01K5K1D4586XD71FMCK3CPDHXP,Ay di ka mangang amoy magaling pukin ang ina mo!
01K5K1D4MNV02JF3J58K1HC6MX,"Yung para sa mga nabusang pala last time,"
01K5K1D4W2NC5TPX1B6KHWFJ91,tangan na kasi parang take it one direction ang bilis maubos.
01K5K1D53GAYRWQP4Z5VJCJGZJ,Ay nag-restock pala tayo.
01K5K1D5AN2ADRSKBSJDKSYMQ2,Para may gagamitin ka ulit.
01K5K1D5HDB5A92B5CDD54FXTG,Tangan na isa-isa lang kasi yung bilis.
01K5K1D5RWRQ0BRANY4EFY2DKK,Pug-billa mo.
01K5K1D5ZY2KMPHEEWPTF2FWD3,320 pieces mo eh.
01K5K1D677PDRRZ0XQQ85R0P9C,Delikado po yan. Baka mademanda po ako ng asawan niya na.
01K5K1D6GSFMQW9070GJDTDMJJ,AAAAAA
01K5K1D6RW2JF8MN2BBXGWK411,Kabado pa ng unab
01K5K1D70QP12EFM2VHM2JPWK0,Pero parang nalulula
01K5K1D78SNPFW17C20P8CVGTS,Kawan ang pusoan
01K5K1D7GNVB672J1S7VNG77ST,Minibini gagawa na para ang maruwa ka
01K5K1D7S3NP691QR2PHJXRCB7,Ikaw na nga ayun at walang iba
01K5K1D81F1YY1RV5VRR8RWGFC,Ok lang ang manduman natin ay magkaiba
01K5K1D88Y2MQ0A4CHZZSCMA97,"Mabagod man ako, ikaw ang aking painga"
01K5K1D8H0MMBSME0EA9VN11P6,Sabaysa sa labongin ang umaga ng nakahiga
01K5K1D8S3M228KXYE164G79PB,So twing kasama ka para ba lumulutan
01K5K1D911B4184GQ0YWCPYYB5,Paano ko sayayin ang di ko masukan
01K5K1D9A15ZP5GZBNET4EA4B6,Sandra's 2021
01K5K1D9NGTM8JXJJ8NP82VCJM,"When the bass gets pumpin' up in the club, pour another shot and show me some love."
01K5K1D9Y3FQJHFAC2RMAR6WXA,"I wanna get the party going, ladies to the front. Now let me see you shake it and turn the music up."
01K5K1DA76VX1DP46H4337BTD3,na sanay pa nang kinig
01K5K1DAGTFW060E6BWQB6RQNN,at ako ay magising sa katotoha na
01K5K1DAV2YVQ8H05P9QBMF5CR,kaya ka pa kita sa higaan
01K5K1DB5TPK38A1XZ6X02WPD2,naman ang nakinisipan
01K5K1DBF2511917E67TVRRAXJ,yung latlang bayang maiwan sa'yong paglisan
01K5K1DBSDBFYCD21NNS1W8P4W,o sa'yong paglisan
01K5K1DC26P9QVRJRXSG7YYBC8,saray pa nang ginig lang
01K5K1DCBS7Z91KZ50S6AK8S4V,di ko namalayan
01K5K1DCNHKV7PXWSPP3Q6X87V,ang takbo ng orasan
01K5K1DCYP172HFP97FQ09H11M,masasayang mga sundaling
01K5K1DD8E1TPZ6KMPEGS7KGE7,librong sabay kinulayan
01K5K1DDHAX2P1NQEK4JS6BVZ3,inupin mo na ba ang panginang
01K5K1DDV4SNMJV2SCABG9HNT3,hindi ba ko ang kasama
01K5K1DE4H2XTQR4DJKVCZ9R4Z,ang tanging panalagin ko
01K5K1DEEH6G8XF4WX2ESD6S7K,na sa'y nang
01K5K1DEQHTKXXZ3588ZEK56KH,"Alam mo din eh, nakita ko nanay mo kumakain ng ribisco"
01K5K1DEZJM5PASQ67ZXP8T9SB,"Sinapak ko, sabi niya ang sarap ng piling ko"
01K5K1DF7ZZ397ZSM42G3M2JGE,AYOOOOO
01K5K1DFFNW7Q0P8MZWYGXS0JD,"Para yun lang e, oh eto"
01K5K1DFPEFEBDGGNT16R0YVK2,"Alam ko, alam niyo kagabi e bagong"
01K5K1DFXZSR2CE3H9SGNEAR2K,Sinipa ko tatay mo shoot sa kabao
01K5K1DG61WZDY8MG7MM7AP61W,Wheels on the bus go round and round
01K5K1DGE5DRM6BR3ZYVXPN493,Round and round
01K5K1DGNE64YGM91Z36Y241DD,All through the town
01K5K1DGXPMEXFEZ2XCYD85CXM,"Kaya kung nakapasok sa fliptops, meron yung head namin sa isa ng grupo namin dati."
01K5K1DH7EDD35RHF94FQ1G793,Siya talaga yung kinukuha noon na kumasok sa fliptops.
01K5K1DHFSADHB3NQ00YZZQRY6,"Nagkataon na yung label niya, hindi pwede dun sa fliptops."
01K5K1DHRDMV65HRBJ5T5PYWNW,"So, anong nangyari? Parang ako yung pinasok tapos si Mox yung isa."
01K5K1DJ0TMJJ9FKW7MW1XJ1X7,"Kasi yung panahon na yun, ano yun, yung panahon na yun."
01K5K1DJ8QX5FJNXH9KAMCSVFB,Gusto ko talaga magbatel. Gusto ko nakikipagbatel.
01K5K1DJHAQQ3P2EHGDG83A4G2,D season 2
01K5K1DK4S6AAK8F6CM3BC6RGN,"Pagkakaroon ka ng bagong movie, pwede ba kita maka-bed scene?"
01K5K1DKCRDG755JNZ4GF6TN7Q,Depende kung talagang pasok siya sa story.
01K5K1DKM1PECQAQ8YW2NWZ32T,Parang nakulam ka na noon.
01K5K1DKVYPRDB8MXTHCAGA7N7,Napainom kita ng gayuma.
01K5K1DM34ATGA0X0E6M8CCJFG,Pag sasamantalahan mo ako.
01K5K1DMA07Y00GBPGJHTHQT4K,Pag ganoon siguro di ko tatanggapin yung filmikula.
01K5K1DMHKXVB586Z6565Z5RZ5,So now you know the game. Are you ready?
01K5K1DMVAZPZKDJS9J02D870Q,"Cause I'm coming to get you, get you, get you"
01K5K1DN487KHD43FA9N2NFZ4P,"Hold on, hold on, I'm on my way"
01K5K1DNE6EDT5SVVSH5E3FJG3,"Yeah, yeah, yeah, yeah, yeah, I'm on my way"
01K5K1DNS1DDT37F9X3HJZNG5R,"Don't you want me like I want you, baby"
01K5K1DP2FBGERNMHBWD0KXRT2,Don't you need me like I need you now
01K5K1DPB6FNVQWNGDX8VVNG5A,Sleep tomorrow but tonight go crazy
01K5K1DPME9V64DEBVJ30HD7Z7,All you gotta do is just meet me at the
